Career Cluster,Career Pathway,Code,Occupation
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3023.02,Automotive Specialty Technicians
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-2091.00,Avionics Technicians
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3091.00,Bicycle Repairers
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,53-7061.00,Cleaners of Vehicles and Equipment
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,47-2031.01,Construction Carpenters
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,51-2031.00,Engine and Other Machine Assemblers
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,51-9071.06,Gem and Diamond Workers
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other"
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3051.00,Motorboat Mechanics and Service Technicians
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3052.00,Motorcycle Mechanics
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,51-9122.00,"Painters, Transportation Equipment"
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3043.00,Rail Car Repairers
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3092.00,Recreational Vehicle Service Technicians
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-9097.00,Signal and Track Switch Repairers
"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,49-3093.00,Tire Repairers and Changers
"Transportation, Distribution and Logistics","Health, Safety and Environmental Management",17-2111.01,Industrial Safety and Health Engineers
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,11-3011.00,Administrative Services Managers
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,11-1011.00,Chief Executives
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,13-1081.00,Logisticians
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,13-1081.02,Logistics Analysts
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,11-3071.03,Logistics Managers
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,11-9199.00,"Managers, All Other"
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,11-3071.02,Storage and Distribution Managers
"Transportation, Distribution and Logistics",Logistics Planning and Management Services,11-3071.01,Transportation Managers
"Transportation, Distribution and Logistics",Sales and Service,43-3021.00,Billing and Posting Clerks
"Transportation, Distribution and Logistics",Sales and Service,43-5011.00,Cargo and Freight Agents
"Transportation, Distribution and Logistics",Sales and Service,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
"Transportation, Distribution and Logistics",Sales and Service,41-2022.00,Parts Salespersons
"Transportation, Distribution and Logistics",Sales and Service,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
"Transportation, Distribution and Logistics",Transportation Operations,17-3021.00,Aerospace Engineering and Operations Technicians
"Transportation, Distribution and Logistics",Transportation Operations,53-2021.00,Air Traffic Controllers
"Transportation, Distribution and Logistics",Transportation Operations,53-1011.00,Aircraft Cargo Handling Supervisors
"Transportation, Distribution and Logistics",Transportation Operations,53-2022.00,Airfield Operations Specialists
"Transportation, Distribution and Logistics",Transportation Operations,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
"Transportation, Distribution and Logistics",Transportation Operations,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
"Transportation, Distribution and Logistics",Transportation Operations,53-6031.00,Automotive and Watercraft Service Attendants
"Transportation, Distribution and Logistics",Transportation Operations,49-3023.01,Automotive Master Mechanics
"Transportation, Distribution and Logistics",Transportation Operations,49-3023.00,Automotive Service Technicians and Mechanics
"Transportation, Distribution and Logistics",Transportation Operations,53-6051.01,Aviation Inspectors
"Transportation, Distribution and Logistics",Transportation Operations,47-2011.00,Boilermakers
"Transportation, Distribution and Logistics",Transportation Operations,53-6011.00,Bridge and Lock Tenders
"Transportation, Distribution and Logistics",Transportation Operations,53-3022.00,"Bus Drivers, School or Special Client"
"Transportation, Distribution and Logistics",Transportation Operations,53-3021.00,"Bus Drivers, Transit and Intercity"
"Transportation, Distribution and Logistics",Transportation Operations,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
"Transportation, Distribution and Logistics",Transportation Operations,49-9092.00,Commercial Divers
"Transportation, Distribution and Logistics",Transportation Operations,53-2012.00,Commercial Pilots
"Transportation, Distribution and Logistics",Transportation Operations,53-7021.00,Crane and Tower Operators
"Transportation, Distribution and Logistics",Transportation Operations,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
"Transportation, Distribution and Logistics",Transportation Operations,53-7032.00,Excavating and Loading Machine and Dragline Operators
"Transportation, Distribution and Logistics",Transportation Operations,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
"Transportation, Distribution and Logistics",Transportation Operations,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
"Transportation, Distribution and Logistics",Transportation Operations,53-2031.00,Flight Attendants
"Transportation, Distribution and Logistics",Transportation Operations,53-6051.08,Freight and Cargo Inspectors
"Transportation, Distribution and Logistics",Transportation Operations,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
"Transportation, Distribution and Logistics",Transportation Operations,53-7041.00,Hoist and Winch Operators
"Transportation, Distribution and Logistics",Transportation Operations,53-7051.00,Industrial Truck and Tractor Operators
"Transportation, Distribution and Logistics",Transportation Operations,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
"Transportation, Distribution and Logistics",Transportation Operations,53-3033.00,Light Truck or Delivery Services Drivers
"Transportation, Distribution and Logistics",Transportation Operations,53-4011.00,Locomotive Engineers
"Transportation, Distribution and Logistics",Transportation Operations,53-4012.00,Locomotive Firers
"Transportation, Distribution and Logistics",Transportation Operations,53-5021.02,"Mates- Ship, Boat, and Barge"
"Transportation, Distribution and Logistics",Transportation Operations,53-3099.00,"Motor Vehicle Operators, All Other"
"Transportation, Distribution and Logistics",Transportation Operations,53-5022.00,Motorboat Operators
"Transportation, Distribution and Logistics",Transportation Operations,29-9011.00,Occupational Health and Safety Specialists
"Transportation, Distribution and Logistics",Transportation Operations,47-2073.00,Operating Engineers and Other Construction Equipment Operators
"Transportation, Distribution and Logistics",Transportation Operations,53-6021.00,Parking Lot Attendants
"Transportation, Distribution and Logistics",Transportation Operations,53-5021.03,"Pilots, Ship"
"Transportation, Distribution and Logistics",Transportation Operations,51-5113.00,Print Binding and Finishing Workers
"Transportation, Distribution and Logistics",Transportation Operations,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
"Transportation, Distribution and Logistics",Transportation Operations,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
"Transportation, Distribution and Logistics",Transportation Operations,53-4031.00,Railroad Conductors and Yardmasters
"Transportation, Distribution and Logistics",Transportation Operations,53-5011.00,Sailors and Marine Oilers
"Transportation, Distribution and Logistics",Transportation Operations,53-5021.01,Ship and Boat Captains
"Transportation, Distribution and Logistics",Transportation Operations,53-5031.00,Ship Engineers
"Transportation, Distribution and Logistics",Transportation Operations,11-3071.02,Storage and Distribution Managers
"Transportation, Distribution and Logistics",Transportation Operations,53-4041.00,Subway and Streetcar Operators
"Transportation, Distribution and Logistics",Transportation Operations,53-3041.00,Taxi Drivers and Chauffeurs
"Transportation, Distribution and Logistics",Transportation Operations,53-6051.00,Transportation Inspectors
"Transportation, Distribution and Logistics",Transportation Operations,11-3071.01,Transportation Managers
"Transportation, Distribution and Logistics",Transportation Operations,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
"Transportation, Distribution and Logistics",Transportation Operations,53-6099.00,"Transportation Workers, All Other"
"Transportation, Distribution and Logistics",Transportation Operations,11-3071.00,"Transportation, Storage, and Distribution Managers"
"Transportation, Distribution and Logistics",Transportation Operations,51-7099.00,"Woodworkers, All Other"
"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",53-6051.01,Aviation Inspectors
"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",13-1199.03,Customs Brokers
"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",53-6051.08,Freight and Cargo Inspectors
"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",53-6041.00,Traffic Technicians
"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",19-3099.01,Transportation Planners
